,URL,DataAnalyst,DataScientist
20,https://hh.ru/resume/61039eca0008285f720039ed1f497031446a68?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
21,https://hh.ru/resume/e85db18600038275680039ed1f30304c573570?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
22,https://hh.ru/resume/4b0438cf0004c757920039ed1f756c5a696879?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
23,https://hh.ru/resume/974fdde000081aaa210039ed1f427358416f64?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
24,https://hh.ru/resume/00fffbc300071332a60039ed1f737176644d70?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
25,https://hh.ru/resume/e5ba8bcb0005a39edf0039ed1f46634f555545?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
26,https://hh.ru/resume/8f205e8c0004d818220039ed1f57734b72685a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
27,https://hh.ru/resume/f3fdc6560002856d0a0039ed1f363169725842?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
28,https://hh.ru/resume/cbb2174800042424530039ed1f346b33534d74?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
29,https://hh.ru/resume/51928a260001a6e6af0039ed1f3365384a6743?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
30,https://hh.ru/resume/ad6ab969000010bedd0039ed1f736563726574?query=%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
31,https://hh.ru/resume/87c1c72b0005eacbea0039ed1f49634e723144?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
32,https://hh.ru/resume/7fbce4190008803bc20039ed1f777254693433?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
33,https://hh.ru/resume/9338fe6400084742490039ed1f5852566a5943?query=data+analyst&source=search&hhtmFrom=resumes_catalog,1.0,0.0
34,https://hh.ru/resume/96e7c0500008c5d3600039ed1f6c77746b7758?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
35,https://hh.ru/resume/5f86db1800027f494a0039ed1f304f45307874?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
36,https://hh.ru/resume/c5c9c1cd0001497cce0039ed1f367645784246?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
37,https://hh.ru/resume/b58c145b0008d057bc0039ed1f6b714c354667?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
38,https://hh.ru/resume/733c2892000273ddf40039ed1f324357704e4a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
39,https://hh.ru/resume/1ad6aa62000836b16a0039ed1f5a4b327a4d78?query=data+analyst&source=search&hhtmFrom=resumes_catalog,1.0,1.0
40,https://hh.ru/resume/0bca35480003427fe40039ed1f77353948726e?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
41,https://hh.ru/resume/4a1d3b4b000746b7970039ed1f557134683861?query=data+analyst&source=search&hhtmFrom=resumes_catalog,0.0,0.0
42,https://hh.ru/resume/b6f3debb0000b8b2650039ed1f736563726574?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
43,https://hh.ru/resume/397bbf220001bb96e10039ed1f4f6d4e357471?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,1.0,0.0
44,https://hh.ru/resume/7ce043130008c5ccba0039ed1f68757a754849?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
45,https://hh.ru/resume/bd9578a600088985c40039ed1f43366a314563?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,1.0,0.0
46,https://hh.ru/resume/3569912400029c26520039ed1f4d5034787449?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
47,https://hh.ru/resume/5e6916d00002d60b840039ed1f43654365416f?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
48,https://hh.ru/resume/c9b9774400041c67c70039ed1f716f4f645462?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
49,https://hh.ru/resume/2622f0e9000229ffbb0039ed1f4e336d4c764e?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
50,https://hh.ru/resume/8a57664c000501d43d0039ed1f6a683062506f?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
51,https://hh.ru/resume/d6d21a7100031c20010039ed1f546a74475656?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
52,https://hh.ru/resume/a5ce780c00049426390039ed1f326f594e327a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
53,https://hh.ru/resume/566a7e3600017f45660039ed1f463539695a58?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
54,https://hh.ru/resume/ba16ba61000322243a0039ed1f356244797166?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,1.0,0.0
55,https://hh.ru/resume/121eb6ff00085e7ec20039ed1f737163646376?query=data+analyst&source=search&hhtmFrom=resumes_catalog,0.0,1.0
56,https://hh.ru/resume/31db27850001ce4f6d0039ed1f595861307044?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
57,https://hh.ru/resume/5b66ab6700008165b50039ed1f736563726574?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,1.0,0.0
58,https://hh.ru/resume/69df1b080008606ebe0039ed1f596f32465538?query=%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,1.0,0.0
59,https://hh.ru/resume/60d521010008bdb7d30039ed1f4e4f79394d76?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
60,https://hh.ru/resume/2a39068f00031da3c20039ed1f644d41735757?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
61,https://hh.ru/resume/8dc7ab9900023cb5da0039ed1f633535357865?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
62,https://hh.ru/resume/9f87edc2000184e8a00039ed1f79704c46586d?query=%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
63,https://hh.ru/resume/3cf512eb0003f4a3310039ed1f784854614b6b?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
64,https://hh.ru/resume/71e3802c00019bb2090039ed1f454f366a4c59?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
65,https://hh.ru/resume/0dc1a38200026f12b20039ed1f68556557614f?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
66,https://hh.ru/resume/f773ee21000353f9240039ed1f673454625363?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
67,https://hh.ru/resume/91c6aaf6000330aa9d0039ed1f693552446643?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
68,https://hh.ru/resume/beb15b29000263fc3c0039ed1f333674486344?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
69,https://hh.ru/resume/c3d15ec90003162c3e0039ed1f79337a364232?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
70,https://hh.ru/resume/95582c860004f9df630039ed1f557162574670?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
71,https://hh.ru/resume/f6370433000368c78a0039ed1f437855684954?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
72,https://hh.ru/resume/ec3a67a40002c0f1a00039ed1f4f7271306347?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
73,https://hh.ru/resume/254b8c7e00031e68600039ed1f6150556f4374?query=%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
74,https://hh.ru/resume/ddb4099700000092b00039ed1f736563726574?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
75,https://hh.ru/resume/3979ed130004e1427e0039ed1f544853645035?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
76,https://hh.ru/resume/0bf376c900017b3ce10039ed1f757934497335?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
77,https://hh.ru/resume/b8fe8fbd000609122e0039ed1f374b58555234?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
78,https://hh.ru/resume/c6b645f50003882cab0039ed1f567578786354?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
79,https://hh.ru/resume/f984c9380004d77ddb0039ed1f6c5671745359?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog,0.0,0.0
80,https://hh.ru/resume/051dba13000262a4460039ed1f627a624a6a65?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
81,https://hh.ru/resume/d8c4f130000799b9bb0039ed1f303332567877?query=%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
82,https://hh.ru/resume/ed450b270001fd22290039ed1f577431556c63?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog,0.0,0.0
83,https://hh.ru/resume/8947613d0002134ba10039ed1f417255473239?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,1.0,0.0
84,https://hh.ru/resume/c28a8c5700058cf0080039ed1f734e37395143?query=%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D0%B9+%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
85,https://hh.ru/resume/aa1d2e4a0006067eff0039ed1f357531543642?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
86,https://hh.ru/resume/32531e810004ed286f0039ed1f6a644c364162?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
87,https://hh.ru/resume/661ecb410002b66b2e0039ed1f454a66734263?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
88,https://hh.ru/resume/40674829000016b19e0039ed1f736563726574?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&source=search&hhtmFrom=resumes_catalog,0.0,0.0
89,https://hh.ru/resume/e0425aaf0000c14fbd0039ed1f34357649516c?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
90,https://hh.ru/resume/d80b200f0005ee970a0039ed1f6e7a6f704841?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85&source=search&hhtmFrom=resumes_catalog,0.0,0.0
91,https://hh.ru/resume/5443fc780005497d1e0039ed1f6850544a424d?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6&source=search&hhtmFrom=resumes_catalog,0.0,0.0
